ubuntu	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es.gz
ubuntu_ar	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_AR.gz
ubuntu_cl	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_CL.gz
ubuntu_co	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_CO.gz
ubuntu_cr	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_CR.gz
ubuntu_do	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_DO.gz
ubuntu_ec	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_EC.gz
ubuntu_es	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_ES.gz
ubuntu_gt	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_GT.gz
ubuntu_hn	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_HN.gz
ubuntu_mx	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_MX.gz
ubuntu_ni	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_NI.gz
ubuntu_pa	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_PA.gz
ubuntu_pe	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_PE.gz
ubuntu_pr	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_PR.gz
ubuntu_sv	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_SV.gz
ubuntu_uy	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_UY.gz
ubuntu_ve	http://opus.nlpl.eu/Ubuntu.php	http://opus.nlpl.eu/download.php?f=Ubuntu/mono/Ubuntu.es_VE.gz
un	http://opus.nlpl.eu/UN.php	http://opus.nlpl.eu/download.php?f=UN/es.tar.gz
wikipedia	https://dumps.wikimedia.org/eswiki/20181201/	https://dumps.wikimedia.org/eswiki/20181201/eswiki-20181201-pages-articles-multistream.xml.bz2
wikisource	https://dumps.wikimedia.org/eswikisource/20181201/	https://dumps.wikimedia.org/eswikisource/20181201/eswikisource-20181201-pages-articles-multistream.xml.bz2
wikibooks	https://dumps.wikimedia.org/eswikibooks/20181201/	https://dumps.wikimedia.org/eswikibooks/20181201/eswikibooks-20181201-pages-articles-multistream.xml.bz2
wikinews	https://dumps.wikimedia.org/eswikinews/20181201/	https://dumps.wikimedia.org/eswikinews/20181201/eswikinews-20181201-pages-articles-multistream.xml.bz2
wikiquote	https://dumps.wikimedia.org/eswikiquote/20181201/	https://dumps.wikimedia.org/eswikiquote/20181201/eswikiquote-20181201-pages-articles-multistream.xml.bz2
wikiversity	https://dumps.wikimedia.org/eswikiversity/20181201/	https://dumps.wikimedia.org/eswikiversity/20181201/eswikiversity-20181201-pages-articles-multistream.xml.bz2
wikivoyage	https://dumps.wikimedia.org/eswikivoyage/20181201/	https://dumps.wikimedia.org/eswikivoyage/20181201/eswikivoyage-20181201-pages-articles-multistream.xml.bz2
wmt	http://opus.nlpl.eu/WMT-News.php	http://opus.nlpl.eu/download.php?f=WMT-News/mono/WMT-News.es.gz
